student firstname,student surname,student id,student email,year,address,contact number,module id,module name,leader,lecturer1,lecturer2,exam mark,coursework1,coursework2,coursework3
Nicholas,Robinson,71736169,NR5Y25@UoNEHT.ac.uk,3,"81008 Patrick Flat Apt. 993
Kyletown, KY 48546",2078958059,ELEC3404,Advanced Microsystems,RR2Z1@UoNEHT.ac.uk,,,47.0,,,
Lisa,Diaz,15868607,LD2Y25@UoNEHT.ac.uk,4,"8273 Mccormick Forks
Port Kimport, NE 93237",+1-385-206-4508x131,FREN4407,Expert Creative Writing,NY1Z1@UoNEHT.ac.uk,EM1Z1@UoNEHT.ac.uk,,,12.0,47.0,
Stephanie,Hansen,129177034,SH15Y25@UoNEHT.ac.uk,1,"92959 Natalie Underpass
Haynesbury, AS 45000",827.250.1250,GER1406,Early German Literature,MS3Z1@UoNEHT.ac.uk,,,10.0,8.0,6.0,
Curtis,Miller,8074301,CM1Y25@UoNEHT.ac.uk,4,"905 Eric Estate Suite 025
South Anna, VI 54512",,ANIM4401,Master's Animation,SC1Z1@UoNEHT.ac.uk,,,32.0,29.0,,
Wendy,Warner,13054183,WW2Y25@UoNEHT.ac.uk,4,"USCGC Patterson
FPO AE 25388",960.368.3445,FREN4406,Theoretical Formal Speech,KC1Z1@UoNEHT.ac.uk,TM2Z1@UoNEHT.ac.uk,YC1Z1@UoNEHT.ac.uk,72.0,,,
Katherine,York,121149143,KY3Y25@UoNEHT.ac.uk,1,"4698 Tina Drive
West Amanda, VT 48028",,FREN1402,Introduction to Formal Speech,KB3Z1@UoNEHT.ac.uk,AG1Z1@UoNEHT.ac.uk,,34.0,1.0,4.0,4.0
Jennifer,Farrell,95503128,JF12Y25@UoNEHT.ac.uk,2,"PSC 6217, Box 7347
APO AA 19709",+1-464-816-4984x023,GER2407,Advanced Rhetoric,MH2Z1@UoNEHT.ac.uk,SL1Z1@UoNEHT.ac.uk,,17.0,13.0,,
Danielle,Martinez,25414384,DM3Y25@UoNEHT.ac.uk,4,"189 John Place Apt. 809
Davidland, NM 62136",504-579-1654x2193,GER4407,Master's Poetics,JW1Z1@UoNEHT.ac.uk,,,22.0,6.0,5.0,19.0
Jerry,Ortiz,13800578,JO1Y25@UoNEHT.ac.uk,4,"10580 Smith Valley
Gatesport, CA 23388",8605264977,FREN4407,Expert Creative Writing,NY1Z1@UoNEHT.ac.uk,EM1Z1@UoNEHT.ac.uk,,,37.0,25.0,
Barbara,Walker,107754444,BW11Y25@UoNEHT.ac.uk,2,"058 Lewis Mountain
Stricklandside, ME 78435",001-391-255-0403x6315,ELEC2403,Advanced Modelling,MB2Z1@UoNEHT.ac.uk,JJ5Z1@UoNEHT.ac.uk,RM4Z1@UoNEHT.ac.uk,,15.0,2.0,22.0
Melissa,Moore,96517424,MM19Y25@UoNEHT.ac.uk,2,"352 Maxwell Harbors Suite 124
West Zacharyville, TX 55319",770.488.0853,GER2406,Advanced Wider Media,KS2Z1@UoNEHT.ac.uk,CH3Z1@UoNEHT.ac.uk,BE1Z1@UoNEHT.ac.uk,18.0,39.0,,
Kathleen,Howell,135151382,KH20Y25@UoNEHT.ac.uk,1,"694 John Ports Suite 434
Lake Kristen, WY 61535",4594505182,COMP1405,Basic Ethics and Standards,FM1Z1@UoNEHT.ac.uk,DS7Z1@UoNEHT.ac.uk,,42.0,9.0,,
Joe,Taylor,137662575,JT21Y25@UoNEHT.ac.uk,1,"4130 Patricia Hill
New Scott, OR 49454",+1-843-359-0542x28987,COMP1401,Basic Modelling,JH3Z1@UoNEHT.ac.uk,ET1Z1@UoNEHT.ac.uk,CJ1Z1@UoNEHT.ac.uk,69.0,11.0,,
Ricardo,Conner,51060215,RC1Y25@UoNEHT.ac.uk,3,"7890 Robert Club Suite 479
Littlefort, IN 13632",,FREN3407,Mastering Poetics,AE1Z1@UoNEHT.ac.uk,NY1Z1@UoNEHT.ac.uk,,19.0,0.0,9.0,24.0
Sarah,Perez,117970607,SP13Y25@UoNEHT.ac.uk,1,"88220 Gina Cliffs
Rachelshire, FL 98871",(280)721-4973x666,ANIM1404,Basic Blending,JJ3Z1@UoNEHT.ac.uk,,,78.0,0.0,8.0,1.0
Calvin,Tucker,86496629,CT7Y25@UoNEHT.ac.uk,2,"337 Meghan Garden Suite 523
West Robert, OK 73800",617.510.6862x82531,FREN2402,Prototypical Rhetoric,EH1Z1@UoNEHT.ac.uk,JC4Z1@UoNEHT.ac.uk,,,6.0,13.0,21.0
Benjamin,Johnson,141324465,BJ6Y25@UoNEHT.ac.uk,1,"86386 Trujillo Lake
Lake Lauraland, WI 44278",,ELEC1402,Beginner's Microsystems,MW4Z1@UoNEHT.ac.uk,,,73.0,4.0,6.0,1.0
Debbie,Wallace,35059865,DW4Y25@UoNEHT.ac.uk,4,"8705 John Way Apt. 096
Brianburgh, ND 01060",,ELEC4404,Master's Statistics,CT1Z1@UoNEHT.ac.uk,AS1Z1@UoNEHT.ac.uk,LK1Z1@UoNEHT.ac.uk,7.0,13.0,23.0,18.0
Richard,Goodman,85178995,RG7Y25@UoNEHT.ac.uk,2,"1639 Patel Freeway Suite 207
Patelhaven, MN 65255",,ANIM2405,Prototypical Modelling,SA1Z1@UoNEHT.ac.uk,AM1Z1@UoNEHT.ac.uk,CC3Z1@UoNEHT.ac.uk,98.0,,,
Paul,Oconnor,128301878,PO3Y25@UoNEHT.ac.uk,1,"977 Rhonda Islands
New James, MA 53142",4835180827,ENG1403,Basic English Literature,SA3Z1@UoNEHT.ac.uk,,,40.0,4.0,10.0,4.0
Wendy,Patel,27434587,WP1Y25@UoNEHT.ac.uk,4,"3369 Adrian Shoal
West Christina, LA 73071",,GER4401,Expert Formal Speech,TM1Z1@UoNEHT.ac.uk,,,19.0,11.0,2.0,21.0
Meredith,Barnes,33616537,MB4Y25@UoNEHT.ac.uk,4,"853 Chase Fall Suite 583
New Earlshire, OR 02419",,ELEC4404,Master's Statistics,CT1Z1@UoNEHT.ac.uk,AS1Z1@UoNEHT.ac.uk,LK1Z1@UoNEHT.ac.uk,12.0,10.0,19.0,19.0
Brittany,Williams,141218480,BW21Y25@UoNEHT.ac.uk,1,"14396 Joseph Field
North Jamesfurt, WA 58288",234-286-4301x0131,ELEC1404,Introduction to Ethics and Standards,SM1Z1@UoNEHT.ac.uk,,,48.0,1.0,,
Ashley,Alexander,16398245,AA3Y25@UoNEHT.ac.uk,4,"369 Guzman Walks
Nelsonmouth, NH 41343",(724)506-8863x06395,FREN4404,Mastering French Grammar,DS1Z1@UoNEHT.ac.uk,TB1Z1@UoNEHT.ac.uk,,10.0,4.0,,
Laura,Brown,93535896,LB6Y25@UoNEHT.ac.uk,2,"09247 Patterson Stravenue
West Timothyport, NC 74667",,ENG2403,Prototypical English Literature,KC1Z1@UoNEHT.ac.uk,NW1Z1@UoNEHT.ac.uk,SL1Z1@UoNEHT.ac.uk,,21.0,1.0,4.0
Wendy,Ball,117394857,WB3Y25@UoNEHT.ac.uk,1,"674 Yolanda Meadow Apt. 102
North Barbara, MI 57246",975-620-7075,ANIM1402,Foundational Lighting,AM4Z1@UoNEHT.ac.uk,,,54.0,2.0,0.0,0.0
Amanda,Allen,132860447,AA16Y25@UoNEHT.ac.uk,1,"50354 Brown Underpass Suite 790
Michaelborough, GA 38382",361-217-4571x7141,GER1407,Beginner's Poetics,KS2Z1@UoNEHT.ac.uk,MM1Z1@UoNEHT.ac.uk,,22.0,11.0,,
Allen,Allen,25124427,AA6Y25@UoNEHT.ac.uk,4,"Unit 5012 Box 9139
DPO AE 85642",432-221-9851,GER4403,Master's Creative Writing,RW1Z1@UoNEHT.ac.uk,,,7.0,5.0,2.0,
Chad,Robinson,45908224,CR5Y25@UoNEHT.ac.uk,3,"105 Williams Stream Apt. 708
Lake Alexander, TN 23098",930.801.9767x8808,ANIM3401,Mastering Blending,LM2Z1@UoNEHT.ac.uk,NC2Z1@UoNEHT.ac.uk,MS2Z1@UoNEHT.ac.uk,20.0,,,
Erica,Garcia,79177674,EG2Y25@UoNEHT.ac.uk,2,"78354 Jessica Station
Gonzaleztown, NV 42649",814.359.9351x71886,FINE2401,Advanced Charcoal,RS1Z1@UoNEHT.ac.uk,,,6.0,5.0,,
Christopher,Clark,65337841,CC13Y25@UoNEHT.ac.uk,3,"12776 Catherine Manor Apt. 180
New Brianaborough, IA 05167",317.645.9952,COMP3406,Field Ethics and Standards,JR3Z1@UoNEHT.ac.uk,,,1.0,11.0,13.0,15.0
James,Lloyd,3411666,JL1Y25@UoNEHT.ac.uk,4,"PSC 9621, Box 2202
APO AP 87754",5719506481,FINE4403,Theoretical Portraits,RS1Z1@UoNEHT.ac.uk,,,88.0,,,
Stephanie,Smith,14464101,SS4Y25@UoNEHT.ac.uk,4,"89132 Robert Motorway
North Michael, MD 64551",436.947.9977x653,FREN4405,Theoretical Rhetoric,JM1Z1@UoNEHT.ac.uk,JL1Z1@UoNEHT.ac.uk,,54.0,3.0,7.0,
Lonnie,Dixon,81423511,LD5Y25@UoNEHT.ac.uk,2,"421 Nicholas Walks
East Carlosside, GA 85280",,ANIM2404,Prototypical Lighting,TF1Z1@UoNEHT.ac.uk,,,,4.0,6.0,13.0
Jessica,Huynh,114652429,JH36Y25@UoNEHT.ac.uk,1,"062 Gary Burg
Sharonfurt, MP 31428",922.483.0933,ANIM1405,Beginner's Rigging,BK1Z1@UoNEHT.ac.uk,RF1Z1@UoNEHT.ac.uk,AM4Z1@UoNEHT.ac.uk,64.0,5.0,7.0,
Jeremy,Perry,44492369,JP7Y25@UoNEHT.ac.uk,3,"956 Tony Lakes Apt. 281
East Tyler, ND 30211",383.825.9746,ANIM3401,Mastering Blending,LM2Z1@UoNEHT.ac.uk,NC2Z1@UoNEHT.ac.uk,MS2Z1@UoNEHT.ac.uk,40.0,,,
Amanda,Anderson,73082127,AA11Y25@UoNEHT.ac.uk,3,"801 Peter Forge
Lake Jeffrey, RI 67201",,ELEC3407,Practical Statistics,SA2Z1@UoNEHT.ac.uk,AW1Z1@UoNEHT.ac.uk,RM1Z1@UoNEHT.ac.uk,,22.0,27.0,34.0
Rachel,Larson,72110625,RL4Y25@UoNEHT.ac.uk,3,"73984 Charles Fields Suite 536
Tiffanychester, CA 48963",711-756-3334x76999,ELEC3407,Practical Statistics,SA2Z1@UoNEHT.ac.uk,AW1Z1@UoNEHT.ac.uk,RM1Z1@UoNEHT.ac.uk,,5.0,22.0,10.0
Bridget,Anderson,50101212,BA3Y25@UoNEHT.ac.uk,3,"2991 Chang Circle
Melindabury, WI 15610",695.893.2692,FREN3403,Practical Formal Speech,BE1Z1@UoNEHT.ac.uk,,,43.0,,,
Jacqueline,Fox,19757637,JF1Y25@UoNEHT.ac.uk,4,"423 Mcmillan Turnpike
Laramouth, MD 32529",451.298.9732,ENG4407,Master's English Literature,YC1Z1@UoNEHT.ac.uk,JC1Z1@UoNEHT.ac.uk,LH1Z1@UoNEHT.ac.uk,57.0,15.0,,
Brandon,Owens,27601808,BO1Y25@UoNEHT.ac.uk,4,"67564 Randall Alley Suite 080
Adamfurt, SC 39957",783.477.1629x73334,COMP4405,Theoretical Statistics,JJ1Z1@UoNEHT.ac.uk,RR2Z1@UoNEHT.ac.uk,,41.0,17.0,,
Michael,Flynn,63487644,MF4Y25@UoNEHT.ac.uk,3,"255 Allen Lake Suite 593
Traciview, IL 21131",+1-562-833-8038x7458,GER3407,Field Wider Media,BE2Z1@UoNEHT.ac.uk,JM3Z1@UoNEHT.ac.uk,,,18.0,22.0,13.0
Ronald,Mathews,41367262,RM6Y25@UoNEHT.ac.uk,3,"211 Janet Branch
Port Timothyton, NC 02595",,FINE3401,Field Sketching,JR1Z1@UoNEHT.ac.uk,,,18.0,14.0,,
Kelli,Roth,34283473,KR2Y25@UoNEHT.ac.uk,4,"USNV Bell
FPO AE 01066",935-762-6773x78031,ELEC4406,Theoretical Modelling,JS3Z1@UoNEHT.ac.uk,,,66.0,,,
Melissa,Goodwin,119161249,MG16Y25@UoNEHT.ac.uk,1,"00155 William Square Suite 545
North Jim, OK 60416",+1-545-419-7138x566,FREN1401,Basic Rhetoric,RR4Z1@UoNEHT.ac.uk,CH2Z1@UoNEHT.ac.uk,TM1Z1@UoNEHT.ac.uk,2.0,9.0,,
Alejandro,Underwood,59876431,AU1Y25@UoNEHT.ac.uk,3,"221 Bruce Avenue
Smithchester, DC 30147",001-732-708-8486x723,ENG3407,Field Creative Writing,MH2Z1@UoNEHT.ac.uk,,,49.0,3.0,10.0,
Kara,Smith,72277794,KS8Y25@UoNEHT.ac.uk,3,"0698 Adrian Landing
Lake Brendamouth, MI 92682",,ELEC3403,Mastering Ethics and Standards,WR1Z1@UoNEHT.ac.uk,,,27.0,0.0,4.0,
William,Gonzalez,14184360,WG1Y25@UoNEHT.ac.uk,4,"4239 Maria Burgs Apt. 249
Krystalstad, TN 70261",+1-206-974-7816x40556,FREN4406,Theoretical Formal Speech,KC1Z1@UoNEHT.ac.uk,TM2Z1@UoNEHT.ac.uk,YC1Z1@UoNEHT.ac.uk,98.0,,,
Nicole,Gallegos,42241375,NG2Y25@UoNEHT.ac.uk,3,"886 Cross Place
Shelleychester, VT 74407",+1-968-891-2117x153,FINE3405,Advanced Painting,HD1Z1@UoNEHT.ac.uk,,,,4.0,4.0,30.0
Stephanie,Smith,120074617,SS14Y25@UoNEHT.ac.uk,1,"5270 Tabitha Square Suite 893
Shannonberg, IA 89676",001-394-766-3433,FREN1407,Introduction to French Grammar,ML1Z1@UoNEHT.ac.uk,,,49.0,0.0,2.0,
Teresa,Bradford,97275819,TB7Y25@UoNEHT.ac.uk,2,"22701 Nathan Crescent
Hartmanhaven, CT 75976",001-919-702-0821x5608,GER2403,Advanced Poetics,AL1Z1@UoNEHT.ac.uk,,,34.0,38.0,,
Nicole,Buchanan,45180811,NB2Y25@UoNEHT.ac.uk,3,"8345 Gonzales Turnpike
Torresland, ND 06690",,ANIM3401,Mastering Blending,LM2Z1@UoNEHT.ac.uk,NC2Z1@UoNEHT.ac.uk,MS2Z1@UoNEHT.ac.uk,62.0,,,
Holly,Vazquez,98824604,HV1Y25@UoNEHT.ac.uk,2,"1585 Taylor Crossroad Suite 070
Reyeshaven, NM 13419",(609)545-5590,GER2406,Advanced Wider Media,KS2Z1@UoNEHT.ac.uk,CH3Z1@UoNEHT.ac.uk,BE1Z1@UoNEHT.ac.uk,33.0,3.0,,
Raymond,Weaver,109511310,RW8Y25@UoNEHT.ac.uk,1,"2909 Young Harbors Suite 868
East Robert, MI 59882",,FINE1401,Basic Landscapes,CM2Z1@UoNEHT.ac.uk,AD6Z1@UoNEHT.ac.uk,,26.0,0.0,5.0,2.0
Robert,Peterson,93608098,RP7Y25@UoNEHT.ac.uk,2,"34965 Kristen Isle
Katherinemouth, WA 63809",,ENG2406,Structured English Grammar,RM3Z1@UoNEHT.ac.uk,,,19.0,25.0,,
Mary,Henderson,121724669,MH22Y25@UoNEHT.ac.uk,1,"287 White Center Suite 251
East Pamela, WY 96697",,FREN1402,Introduction to Formal Speech,KB3Z1@UoNEHT.ac.uk,AG1Z1@UoNEHT.ac.uk,,11.0,3.0,8.0,0.0
Carol,Rivera,99964554,CR11Y25@UoNEHT.ac.uk,2,"3979 Jones Village
West Jacqueline, AS 57942",666.924.3406,COMP2407,Prototypical Programming,GB1Z1@UoNEHT.ac.uk,,,37.0,20.0,,
Jessica,Trevino,109427158,JT17Y25@UoNEHT.ac.uk,1,"45054 Lee Throughway
Lake Valeriemouth, MI 43629",(881)725-0045x7999,FINE1403,Beginner's Painting,AM1Z1@UoNEHT.ac.uk,MS5Z1@UoNEHT.ac.uk,,78.0,2.0,4.0,3.0
Sean,Johnson,127491971,SJ9Y25@UoNEHT.ac.uk,1,"74266 Proctor Springs
Port Dawn, OK 27567",+1-722-384-8726x685,ENG1407,Early English Grammar,RW1Z1@UoNEHT.ac.uk,,,60.0,0.0,2.0,
Robyn,Harris,134478219,RH13Y25@UoNEHT.ac.uk,1,"9987 Matthew Roads Suite 273
Port Craig, ID 99135",(242)297-9113x7601,COMP1406,Foundational Statistics,TW1Z1@UoNEHT.ac.uk,MH3Z1@UoNEHT.ac.uk,DS7Z1@UoNEHT.ac.uk,79.0,7.0,,
Elizabeth,Hooper,12961187,EH1Y25@UoNEHT.ac.uk,4,"4283 Moore Flats
Mooreside, MD 37313",001-548-995-2635x3673,FREN4405,Theoretical Rhetoric,JM1Z1@UoNEHT.ac.uk,JL1Z1@UoNEHT.ac.uk,,61.0,7.0,0.0,
David,Lopez,19290937,DL3Y25@UoNEHT.ac.uk,4,"8789 Matthews Ranch
North Katherine, GA 07202",+1-557-550-5692x0432,ENG4407,Master's English Literature,YC1Z1@UoNEHT.ac.uk,JC1Z1@UoNEHT.ac.uk,LH1Z1@UoNEHT.ac.uk,29.0,19.0,,
Andrew,Carpenter,124773627,AC18Y25@UoNEHT.ac.uk,1,"9795 King Shoals Suite 951
Spencerhaven, WI 63791",738.997.8472x7212,ENG1407,Early English Grammar,RW1Z1@UoNEHT.ac.uk,,,25.0,2.0,7.0,
Matthew,Nicholson,57501815,MN3Y25@UoNEHT.ac.uk,3,"2332 Herrera Port Apt. 592
Charlesstad, TX 58995",,ENG3403,Field English Literature,JS2Z1@UoNEHT.ac.uk,CC1Z1@UoNEHT.ac.uk,,,10.0,26.0,25.0
Stephanie,Gardner,99728884,SG10Y25@UoNEHT.ac.uk,2,"260 Dawson Ford
Millerborough, CT 28847",,COMP2401,Intermediate Design,FM1Z1@UoNEHT.ac.uk,LP1Z1@UoNEHT.ac.uk,TM3Z1@UoNEHT.ac.uk,,39.0,15.0,
Danielle,Todd,111346710,DT7Y25@UoNEHT.ac.uk,1,"6630 Brown Cliff Apt. 158
Jesusburgh, PA 81059",634-420-2583x65148,FINE1405,Early Portraits,HR1Z1@UoNEHT.ac.uk,RJ1Z1@UoNEHT.ac.uk,,53.0,3.0,6.0,0.0
Frederick,Juarez,113630049,FJ1Y25@UoNEHT.ac.uk,1,"99612 Mary Burg Suite 068
North David, PR 81368",564-480-3063,ANIM1405,Beginner's Rigging,BK1Z1@UoNEHT.ac.uk,RF1Z1@UoNEHT.ac.uk,AM4Z1@UoNEHT.ac.uk,68.0,3.0,0.0,
Andrew,Andrade,4824527,AA1Y25@UoNEHT.ac.uk,4,"179 Escobar Estates
East Abigailland, FL 95390",,FINE4405,Mastering Charcoal,LM2Z1@UoNEHT.ac.uk,JO1Z1@UoNEHT.ac.uk,MS2Z1@UoNEHT.ac.uk,23.0,,,
Andrew,Lewis,30791461,AL4Y25@UoNEHT.ac.uk,4,"6295 Barnett Turnpike Apt. 655
South Meghan, UT 93219",001-380-620-9496x811,COMP4404,Master's Software,CJ1Z1@UoNEHT.ac.uk,,,0.0,16.0,6.0,16.0
Stephanie,Smith,120074617,SS14Y25@UoNEHT.ac.uk,1,"5270 Tabitha Square Suite 893
Shannonberg, IA 89676",001-394-766-3433,FREN1404,Basic French Literature,RR1Z1@UoNEHT.ac.uk,,,34.0,1.0,0.0,5.0
Anthony,Bryant,57155299,AB10Y25@UoNEHT.ac.uk,3,"3660 Stephen Pine Apt. 961
Port Justinhaven, IN 83202",,ENG3406,Field Rhetoric,MD1Z1@UoNEHT.ac.uk,,,70.0,11.0,,
Joy,Baxter,73265945,JB11Y25@UoNEHT.ac.uk,3,"199 Jessica Inlet
Chadberg, NV 39470",958-601-7791,ELEC3404,Advanced Microsystems,RR2Z1@UoNEHT.ac.uk,,,5.0,,,
Jacob,Warren,95394735,JW21Y25@UoNEHT.ac.uk,2,"568 Chang Street
Jenniferport, WI 02470",,GER2405,Intermediate German Grammar,FF1Z1@UoNEHT.ac.uk,JJ2Z1@UoNEHT.ac.uk,BW2Z1@UoNEHT.ac.uk,3.0,0.0,,
Yvonne,Perez,11633320,YP1Y25@UoNEHT.ac.uk,4,"864 Atkins Ferry Suite 355
Katelynside, WV 51537",,FREN4405,Theoretical Rhetoric,JM1Z1@UoNEHT.ac.uk,JL1Z1@UoNEHT.ac.uk,,43.0,8.0,10.0,
Keith,Bowers,83993055,KB5Y25@UoNEHT.ac.uk,2,"8179 Wilson Street Apt. 008
Lake Amandaborough, IL 50851",,ANIM2405,Prototypical Modelling,SA1Z1@UoNEHT.ac.uk,AM1Z1@UoNEHT.ac.uk,CC3Z1@UoNEHT.ac.uk,47.0,,,
Joseph,Matthews,74736946,JM23Y25@UoNEHT.ac.uk,3,"0648 Kelsey Drive Suite 613
West Catherine, MD 13300",501.949.1695,ELEC3401,Advanced Modelling,JG1Z1@UoNEHT.ac.uk,,,9.0,6.0,3.0,
Morgan,Keller,23061827,MK2Y25@UoNEHT.ac.uk,4,"6748 Johnson Oval Apt. 099
Lake Andrew, MP 56050",,GER4401,Expert Formal Speech,TM1Z1@UoNEHT.ac.uk,,,25.0,25.0,13.0,15.0
Larry,Duncan,54266911,LD4Y25@UoNEHT.ac.uk,3,"79080 Carroll Bypass
Kimberlyfort, MD 74069",(799)987-4476x561,ENG3407,Field Creative Writing,MH2Z1@UoNEHT.ac.uk,,,2.0,10.0,10.0,
Rachel,Roberts,75239121,RR3Y25@UoNEHT.ac.uk,3,"29798 Carter Corners Apt. 397
Duncanfurt, LA 67293",,ELEC3405,Field Design,LN1Z1@UoNEHT.ac.uk,,,15.0,17.0,,
Jill,Gallagher,69295223,JG10Y25@UoNEHT.ac.uk,3,"20149 Steven Park Suite 622
Lake Brianna, ND 35838",,COMP3407,Practical Software,MC1Z1@UoNEHT.ac.uk,,,45.0,7.0,,
Kristen,Silva,116530267,KS15Y25@UoNEHT.ac.uk,1,"66356 Heather Locks Apt. 589
Port Rachelfort, NJ 85094",(667)495-7876,ANIM1403,Beginner's Modelling,CM2Z1@UoNEHT.ac.uk,BP2Z1@UoNEHT.ac.uk,TW2Z1@UoNEHT.ac.uk,64.0,5.0,,
John,Mills,133814013,JM49Y25@UoNEHT.ac.uk,1,"94205 Chase Forges Apt. 679
Odomville, TN 78126",995.357.1751x35816,GER1402,Basic Creative Writing,AT2Z1@UoNEHT.ac.uk,,,21.0,9.0,,
Gregory,Mccarthy,41264001,GM1Y25@UoNEHT.ac.uk,3,"421 Brock Bypass
Jacquelinemouth, SC 78726",(208)503-4813x1174,FINE3403,Advanced Landscapes,DG1Z1@UoNEHT.ac.uk,HS1Z1@UoNEHT.ac.uk,,,19.0,1.0,19.0
Elizabeth,Alvarado,138022032,EA6Y25@UoNEHT.ac.uk,1,"950 Vasquez Freeway Apt. 816
East Eric, IN 36699",,COMP1407,Basic Programming,MH3Z1@UoNEHT.ac.uk,KS4Z1@UoNEHT.ac.uk,AK1Z1@UoNEHT.ac.uk,7.0,9.0,7.0,
Michael,Hunter,136764273,MH26Y25@UoNEHT.ac.uk,1,"5563 Banks Street
East Paige, MH 62342",,COMP1402,Early Design,GB1Z1@UoNEHT.ac.uk,,,71.0,1.0,0.0,
Julia,Galloway,62581419,JG9Y25@UoNEHT.ac.uk,3,"704 Spencer Lodge Suite 850
Port Jessica, NY 10073",,GER3407,Field Wider Media,BE2Z1@UoNEHT.ac.uk,JM3Z1@UoNEHT.ac.uk,,,11.0,14.0,29.0
Mary,Pacheco,127378297,MP15Y25@UoNEHT.ac.uk,1,"309 Arnold Rue
Port Eugenebury, ND 28354",001-495-493-4015x3052,ENG1405,Foundational Creative Writing,CS1Z1@UoNEHT.ac.uk,CB2Z1@UoNEHT.ac.uk,,36.0,3.0,1.0,5.0
Antonio,Phillips,20046993,AP5Y25@UoNEHT.ac.uk,4,"727 Daniel Park
South Mario, ME 89306",577.517.5470,ENG4401,Theoretical Rhetoric,MR1Z1@UoNEHT.ac.uk,EH1Z1@UoNEHT.ac.uk,RR1Z1@UoNEHT.ac.uk,34.0,,,
Jacqueline,Sims,70942844,JS24Y25@UoNEHT.ac.uk,3,"84001 Chan Hollow Suite 702
South Joshua, NM 33944",219-523-3197x283,ELEC3403,Mastering Ethics and Standards,WR1Z1@UoNEHT.ac.uk,,,23.0,7.0,3.0,
Robert,Spears,79505593,RS7Y25@UoNEHT.ac.uk,2,"8700 Berry Freeway
Snowtown, IA 42303",+1-560-442-2737x775,FINE2405,Advanced Painting,RS1Z1@UoNEHT.ac.uk,,,,43.0,5.0,
Alicia,Olsen,51847092,AO1Y25@UoNEHT.ac.uk,3,"83746 Brendan Keys Suite 296
Jamesside, AL 27732",,FREN3405,Advanced Creative Writing,NC1Z1@UoNEHT.ac.uk,,,46.0,29.0,,
Cindy,Andrews,137361911,CA6Y25@UoNEHT.ac.uk,1,"7645 Andrea Highway Apt. 085
West Sarahborough, NE 26820",2655383431,COMP1405,Basic Ethics and Standards,FM1Z1@UoNEHT.ac.uk,DS7Z1@UoNEHT.ac.uk,,38.0,15.0,,
Megan,Chen,15652399,MC3Y25@UoNEHT.ac.uk,4,"40898 Bradley Street Apt. 935
East Christopherborough, HI 80438",730-453-3919x4125,FREN4405,Theoretical Rhetoric,JM1Z1@UoNEHT.ac.uk,JL1Z1@UoNEHT.ac.uk,,28.0,4.0,6.0,
Melissa,Berry,80016998,MB10Y25@UoNEHT.ac.uk,2,"607 Mendoza Canyon
Solomonside, ID 41454",510.821.5061x7488,FINE2403,Intermediate Sketching,JJ3Z1@UoNEHT.ac.uk,MW2Z1@UoNEHT.ac.uk,MK2Z1@UoNEHT.ac.uk,,14.0,27.0,14.0
Sarah,Gallegos,60575998,SG6Y25@UoNEHT.ac.uk,3,"0773 Webster Views
North Josephview, PA 20497",+1-519-778-8610,GER3402,Advanced German Literature,CS1Z1@UoNEHT.ac.uk,,,61.0,8.0,10.0,
Jason,Todd,46348652,JT6Y25@UoNEHT.ac.uk,3,,,ANIM3403,Practical Animation,JD2Z1@UoNEHT.ac.uk,NL1Z1@UoNEHT.ac.uk,MA1Z1@UoNEHT.ac.uk,19.0,25.0,14.0,21.0
Daniel,Pacheco,125971661,DP8Y25@UoNEHT.ac.uk,1,"7985 David Ports Suite 116
East Craigbury, NV 42015",(574)980-8913,ENG1404,Basic Rhetoric,CC2Z1@UoNEHT.ac.uk,EG1Z1@UoNEHT.ac.uk,,75.0,3.0,9.0,
Kimberly,Harris,46395899,KH8Y25@UoNEHT.ac.uk,3,"96140 Obrien Turnpike Apt. 921
Mckinneyview, PR 16998",2585222767,ANIM3405,Mastering Rigging,MM2Z1@UoNEHT.ac.uk,,,,9.0,32.0,
Pamela,Anderson,65361838,PA3Y25@UoNEHT.ac.uk,3,"493 Jennifer Landing
Doylemouth, TN 57713",(713)740-4238x181,COMP3407,Practical Software,MC1Z1@UoNEHT.ac.uk,,,11.0,12.0,,
Anne,Bennett,113964620,AB21Y25@UoNEHT.ac.uk,1,"40786 Sarah Point Suite 405
West Jennifer, AL 40300",881-555-1673x020,ANIM1401,Basic Animation,DB1Z1@UoNEHT.ac.uk,,,30.0,4.0,8.0,1.0
Christopher,Snyder,30184967,CS3Y25@UoNEHT.ac.uk,4,"1620 Le Isle Apt. 100
Deanmouth, AK 46235",,COMP4403,Theoretical Ethics and Standards,KH1Z1@UoNEHT.ac.uk,TG1Z1@UoNEHT.ac.uk,JS4Z1@UoNEHT.ac.uk,24.0,1.0,4.0,21.0
Robin,Thompson,93140744,RT2Y25@UoNEHT.ac.uk,2,"569 Patterson Tunnel Apt. 635
South Alyssaville, IN 22075",(663)336-9411x5247,ENG2403,Prototypical English Literature,KC1Z1@UoNEHT.ac.uk,NW1Z1@UoNEHT.ac.uk,SL1Z1@UoNEHT.ac.uk,,28.0,9.0,9.0
Caroline,Hatfield,98706398,CH10Y25@UoNEHT.ac.uk,2,"1218 Paul Tunnel Apt. 848
Fernandezberg, WY 47045",001-226-579-4812x85413,GER2406,Advanced Wider Media,KS2Z1@UoNEHT.ac.uk,CH3Z1@UoNEHT.ac.uk,BE1Z1@UoNEHT.ac.uk,2.0,31.0,,
